business_id,review_count,stars,name,address,neighborhood,city,state,postal_code,cuisine_type,price,phone ,parking,wifi,payment,restaurant_number
6nbPXEjmBnDtsgM_YNwGjw,192,4.5,Island Flavor ,"8846 S Eastern Ave, Ste 102",Southeast,Las Vegas,NV,89123,burgers,,,,,,
1LO0TD--3eHaBXEsIZMLFw,40,5,Race Day Mobile Detailing,,,Phoenix,AZ,85023,burgers,,,,,,
4TmoHYdiBGJQ6x49bf-ZuA,34,4,Take Sushi,22 Front Street W,Downtown Core,Toronto,ON,M5J 1C4,burgers,,,,,,
a3ZkIkz4npePbrN3uEiFEg,14,4,Bonningtons Eaterie,75 Clerk Street,Newington,Edinburgh,EDH,EH8 9JG,burgers,,,,,,
nFXXRCqosUCMB4cjrj1Brg,7,2,Circle K Stores,9101 W McDowell Rd,,Tolleson,AZ,85353,burgers,,,,,,
pFV2dafAgiZrPUNAAoMxMQ,3,4.5,Rouge River Brewing,"50 Bullock Drive, Unit 8",Unionville,Markham,ON,L3P 3P2,burgers,,,,,,
Z7YDTaK8YuC2YLh4tIVF7A,16,5,Advanced Plastic Surgery Institute,"1482 E Williams Field Rd, Ste B101",,Gilbert,AZ,85295,burgers,,,,,,
qKoxU0SleGX2vhFfpwh0kQ,16,3.5,Latinada Tapas Restaurant,1671 Bloor Street W,High Park,Toronto,ON,M6P 1A6,burgers,,,,,,
o0aGMe0ukXSJgd4QefM6cQ,123,3.5,Red Lobster,2325 E Flamingo Rd,Eastside,Las Vegas,NV,89119,burgers,,,,,,
cEcTtJIc0h3rRuJWoTgcMg,8,3.5,Martin's Deli,20505 Detroit Rd,,Rocky River,OH,44116,burgers,,,,,,
1fQWV5PVyo6Gsu16KbotPQ,16,4.5,Toronto Acupuncture Studio,1116 College Street,Brockton Village,Toronto,ON,M6H 1B6,burgers,,,,,,
kLevNOIgluDB_gJWtlej2g,10,3,AZ Tree Trimmer,,,Mesa,AZ,85204,burgers,,,,,,
CNHQE8qgJztO1YFElFlWkg,5,4,Michael Kluthe Salon,1428 Yonge Street,Yonge and St. Clair,Toronto,ON,M4T 1Y5,burgers,,,,,,
X6ZZksefmR_piQj2Gbnduw,47,4,Paldo Gangsan,694 Bloor Street  W,Koreatown,Toronto,ON,M6G 1L4,burgers,,,,,,
4TgAjM5Mamp0Qqz1vQz6nw,3,2.5,Cutter Law Firm,"6787 W Tropicana Ave, Ste 268",Spring Valley,Las Vegas,NV,89103,burgers,,,,,,
bLccwHe4XRjyH-ibylTuAA,10,4.5,Hair Dollz Salon,"930 E Warner Rd, Ste 22",,Chandler,AZ,85225,burgers,,,,,,
BPRsP7xV5RkMSCh24BTPzQ,58,3,Jimmy John's,2170 N Arizona Ave,,Chandler,AZ,85225,burgers,,,,,,
Rw4qP9OYppI4FWHUTC5nnw,13,4,I.C. London,4310 Sharon Rd,South Park,Charlotte,NC,28211,burgers,,,,,,
BgJNmjmw7YPgcgN9P9G74A,38,3.5,Acadia Restaurant,50C Clinton Street,Palmerston,Toronto,ON,M6G 2Y3,burgers,,,,,,
HTcST7a2rs56NGUFermLeA,11,2,Motel 6,211 Beecham Dr,,Mc Kees Rocks,PA,15136,burgers,,,,,,
scqV8rzmClcZUCMeNStRMg,3,5,Jabz Boxing  Happy Valley,"2005 W Happy Valley Rd, Ste 140",,Phoenix,AZ,85085,burgers,,,,,,
mXaG_RYEhE7_H0uSJUrO8A,3,2.5,Expedia CruiseShipCenters - Summerlin,1930 Village Center Cir,Summerlin,Las Vegas,NV,89134,burgers,,,,,,
GpSbW4sCch3vIyD0i15Sog,39,3.5,Pho Phoenix,1151 College Street,Brockton Village,Toronto,ON,M6H 1B5,burgers,,,,,,
#NAME?,3,3.5,indian Ocean Restaurant,64 Academy Street,,Inverness,HLD,IV1 1LU,burgers,,,,,,
VC3UgPqdJOakhPdlwOD9ow,8,4,Freibad Rosental,Rosentalstr. 21,,Stuttgart,BW,70563,burgers,,,,,,
XC06xxb7FFYsXcI2E38IIw,592,4,Hillstone Restaurant,2650 E Camelback Rd,,Phoenix,AZ,85016,burgers,,,,,,
a2698NpyLhMGrsRh3iH6QA,13,5,Kristi Henigar at french Method Salon,"2441 E indian School Rd, Ste 100",,Phoenix,AZ,85016,burgers,,,,,,
cTPQYGWHhR0v-t5fKU_mWg,71,2.5,Howard Johnson Tropicana,165 E Tropicana Ave,Southeast,Las Vegas,NV,89109,burgers,,,,,,
q0Zmv8G9KpfgFWLiqNeFpg,20,5,North Rainbow Veterinary Emergency Hospital,4445 N Rainbow Blvd,Northwest,Las Vegas,NV,89108,burgers,,,,,,
H13-L1mQBgxOyn2OrEtALg,4,4,GTA Vapes,"67 Seachart Place, Unit 2",,Brampton,ON,L6P 3E1,burgers,,,,,,
wiT9u9v40GOYGadCg_YKgg,9,3.5,Marshall's Department Store,20940 Westgate,,Cleveland,OH,44126,burgers,,,,,,
osx4izO3hitWQTa9yPr6eA,4,4,Lachine Arena Pizza,2505 Rue Provost,Lachine,Lachine,QC,H8S 1M3,burgers,,,,,,
lLXM6osf66PI3ExWR6FKIg,3,5,Beach Plumbing,2429 S Lennox,,Mesa,AZ,85209,burgers,,,,,,
96DHi-xkBB3CtsQRTPUjxQ,78,4,Qi Sushi,358 Gerrard Street E,Cabbagetown,Toronto,ON,M5A 2H4,burgers,,,,,,
JhG6PUwX3qiMBBNUdMbpEw,30,4.5,Em Beauty Bar,319 Queen Street West,Entertainment District,Toronto,ON,M5V 2E5,burgers,,,,,,
5Tg0EuWBDIDyZn65AUixVg,32,3,Silverado Ranch Park,9855 Gilespie St,Southeast,Las Vegas,NV,89123,burgers,,,,,,
YcGHCoSkl2PLKsHQCiu0HA,41,4.5,Rodolfo's mexican Grill,9111 Las Vegas Blvd S,Southeast,Las Vegas,NV,89123,burgers,,,,,,
FqAI1n-FVdlJ-AspA6J59A,7,3,Ethan Allen,11516 Carolina Pl Pkwy,,Pineville,NC,28134,burgers,,,,,,
EZma0I9hSWrCf71YRXSJBA,3,4.5,Cafe Nuna,626 Queen Street W,West Queen West,Toronto,ON,M6J 1E4,burgers,,,,,,
neANd66mdCsdKfQndSMbCg,6,3.5,Alliance Urgent Care,"9897 W McDowell Rd, Ste 100",,Tolleson,AZ,85353,burgers,,,,,,
sjo_TaBeVkBh25cF4mzEVA,8,3.5,CPR Cell Phone Repair Tolleson,"9897 W McDowell Rd, Ste 740-H",,Tolleson,AZ,85353,burgers,,,,,,
LVTJoOohLqrMwc1AhGQyVA,6,4.5,McCarthy Car Service,3837 E Amberwood Dr,,Phoenix,AZ,85073,burgers,,,,,,
22nrsY44lxUMaByDUuLSGw,14,2.5,Safeway Food & Drug,3450 W Bell Rd,,Phoenix,AZ,85053,burgers,,,,,,
tXiAJ44hoieL0XqqI93BDQ,15,4.5,iFLY Toronto,2007 Winston Park Drive,,Oakville,ON,L6H 6P5,burgers,,,,,,
CPkj-cMP1ZVosx9Ji2NNIA,5,4,Those Callaways,12418 N 71st St,,Scottsdale,AZ,85254,burgers,,,,,,
gJdoJM35atJF2_VwxAgNBg,7,3.5,Carveli Restaurant,6860 ch de la cote-Saint-Luc,C神te Saint-Luc,Montr姓al,QC,H4V 1H5,burgers,,,,,,
_rHNAS7LK5_6LAnumQXoZg,12,4,Carbon Computing,1052 Queen Street W,West Queen West,Toronto,ON,M6J 1H7,burgers,,,,,,
Atg1FKg_LbxBLwH7arNgsg,5,4,Heart Lake Conservation Area,10818 Heart Lake Road,,Brampton,ON,L6Z 0B3,burgers,,,,,,
D7JKHMSuZc2NPd31steRdg,6,1,Woodside Homes of Nevada,3855 S Jones Blvd,,Las Vegas,NV,89103,burgers,,,,,,
xcx14p_JBRqsLGq2NxkuAA,16,4.5,Xocolatl Jason Wasser Confections,"9014 N 23rd Ave, Ste 14",,Phoenix,AZ,85021,burgers,,,,,,
zzSYBWuv_fXGtSgsO-6_1g,137,3.5,Bowl Of Pho,27339 Chagrin Blvd,,Woodmere,OH,44122,burgers,,,,,,
QFlkKxbgc6Irv34RyU_jwg,7,1,Liberty Lock & Key,4225 Fidus Dr,,Las Vegas,NV,89103,burgers,,,,,,
hhDJQI6i0reU-a8igr2dhw,4,3,Residence Inn Toronto Vaughan,11 Interchange Way,Edgeley,Vaughan,ON,L4K 5W3,burgers,,,,,,
t_YLVHvWU7OB223l82U9KQ,7,3,Starbucks,7409 W Virginia Ave,,Phoenix,AZ,85035,burgers,,,,,,
0ncYPhSgd37XblfFa_I8Bg,16,4,4 Paws Holistic,2907 Selwyn Ave,,Charlotte,NC,28209,burgers,,,,,,
BLEahNnfVfSj6g8efxyWAw,6,4.5,Cafe Marmalade,23 Bernard Street,Leith,Edinburgh,MLN,EH6 6PW,burgers,,,,,,
P7Koldil_45SKSHfsmueRg,3,5,Charlotte Pawn and Jewelry,"1605 Galleria Blvd, Ste 165",Arboretum,Charlotte,NC,28270,burgers,,,,,,
sDGs7bPWB0CzR80EebchIQ,30,4,Presotea,"4300 Steels Ave E, Unit C2",Milliken,Markham,ON,L3R 0Y5,burgers,,,,,,
TEAEcDxkDNzFBpl9yhaKXg,23,1.5,"Right C3, LLC",3960 Howard Hughes Pkwy,Eastside,Las Vegas,NV,89169,burgers,,,,,,
qfnPoYEHlKkJenj7QjL7Lg,15,4.5,Oxford Cleaners,"5865 W Ray Rd, Ste 103",,Chandler,AZ,85226,burgers,,,,,,
AY-cjPhLC-bklFK0VnVESA,9,2,Baja Fresh,3450 W Chandler Blvd,,Chandler,AZ,85226,burgers,,,,,,
oSP0kvZuKJAS-lG4-gAesg,6,3,Poillucci Plumbing,5155 Butler St,Lawrenceville,Pittsburgh,PA,15201,burgers,,,,,,
fY3o3icZKFAYj6zcj4EHUg,3,1,La-Z-Boy Furniture Galleries,7793 Mentor Ave,,Mentor,OH,44060,burgers,,,,,,
Tvc3l9OxNIDdd2UKkgU-7Q,4,5,Green Living Water Solutions,4625 West Nevso Dr,,Las Vegas,NV,89103,burgers,,,,,,
zbeOniywMsbIuZmAaHoXVQ,38,4,Adult Superstore,3850 W Tropicana Ave,,Las Vegas,NV,89103,burgers,,,,,,
#NAME?,94,4,TWIISTED burgers & Sushi,985 Boardman Aly,,Medina,OH,44256,burgers,,,,,,
cv8RJ6vvaON0JdRtFTCqHQ,4,5,Cobiz Coworking,"6445 S Tenaya Way, Ste 120",Southeast,Las Vegas,NV,89119,burgers,,,,,,
uJskEypcuwx_WhCWiSmJKg,60,1.5,Preferred Homecare,871 Grier Dr,Southeast,Las Vegas,NV,89119,burgers,,,,,,
ZrsDrRhx3rnR55dXbiQSzw,63,4,Stino Da Napoli,19070 Old Detroit Rd,,Rocky River,OH,44116,burgers,,,,,,
YajkVr34CmvFGxrbfZBiCA,10,3.5,Service King Collision Repair Elliot,1740 W. Elliot Rd.,,Gilbert,AZ,85233,burgers,,,,,,
l-nL4BmhzpZjcavooO48PQ,25,3.5,The Wokker Restaurant,5555 Eglinton Avenue W,,Etobicoke,ON,M9C 5M1,burgers,,,,,,
3LF3HqwhUJYT9ma48AdSiw,11,4.5,Carmen Carmen Prestige Salon & Spa at Belk,"4400 Sharon Rd, Fl 4",South Park,Charlotte,NC,28211,burgers,,,,,,
zaxxzoMkIOdKlQC9yeDz-g,22,3,8 - The Salon,"4310 Sharon Rd, Ste T01A, The Village at SouthPark",South Park,Charlotte,NC,28211,burgers,,,,,,
6bc28V_MwzmJ8sGenXst9A,6,4,Watercolors High Fashion Desert,"10220 N 90th St, Ste A",,Scottsdale,AZ,85258,burgers,,,,,,
8-UimW8awULAZWuKUq9nKg,7,3.5,Restaurant Le Caveau,2063 Rue Victoria,Ville-Marie,Montr姓al,QC,H3A 2A3,burgers,,,,,,
rTVIfqqp5XEPfABT0QJ8Ng,11,3,Gyan Hot Yoga,1561 Dundas Street W,Brockton Village,Toronto,ON,M6K 1T9,burgers,,,,,,
TenyEe-tWeQBhc_2C5yjRQ,8,4.5,Animal Outfitters,1323 N Dunlap Ave,,Savoy,IL,61874,burgers,,,,,,
xO19CCQRW5LBVs2pXo9gmA,3,5,Unitarian Universalist Congregation,3616 E Lake Mead Blvd,Sunrise,Las Vegas,NV,89115,burgers,,,,,,
mk7xgXuTVMfv4sH7GD2SoA,64,3,Green Grotto,3920 Grand Park Drive,,Mississauga,ON,L5B 4M6,burgers,,,,,,
fjyuhEM-87FrPZ53zgDbXg,4,2,Dragon Buffett,20430 W Catawba Ave,,Cornelius,NC,28031,burgers,,,,,,
qIzkcbQBPmkG6t6JBI9iUw,6,4.5,"Nicole Cain, ND, MA","11000 N Scottsdale Rd, Ste 230, Natural Mental Health",,Scottsdale,AZ,85282,burgers,,,,,,
lPflTT3i1rLsLKBp4ax7_g,36,4,Birt's Bistro,16752 N Greasewood St,,Surprise,AZ,85378,burgers,,,,,,
#NAME?,5,5,Halo Plumbing,,,Henderson,NV,89074,burgers,,,,,,
M3-p_34fxRjZF5MgCyAtZQ,25,3,Urgent Care Extra,"4900 W Craig Rd, Ste B1-B3",Northwest,Las Vegas,NV,89130,burgers,,,,,,
smhHpkFk8DZoeAeO1jk_lg,4,4.5,The Barber's,918 Pape Avenue,East York,East York,ON,M4K 3V2,burgers,,,,,,
uxm2CPgLbs98s9OGPu5gXg,18,4,Five Guys,17695 Bagley Rd,,Middleburg Heights,OH,44130,burgers,,,,,,
uPaToI2LLlWD0BCUFRNi0g,8,1.5,Fairview Laser Wash,21050 Lorain Rd,,Cleveland,OH,44126,burgers,,,,,,
jZZ2GSXKvaSbHJj4rTzn0A,12,4,Toyama Express,200 E Matthews St,,Matthews,NC,28105,burgers,,,,,,
VDgcNqOAf9kzvyrkYWxvvQ,3,3.5,Latin World,1028 St Clair Avenue W,,Toronto,ON,M6E 1A4,burgers,,,,,,
B-vPVmJjYgV6E6C9FEqiWg,63,3.5,Polished Nails Hair & Tanning Salon,"710 E Flamingo Rd, Ste 4",University,Las Vegas,NV,89119,burgers,,,,,,
tYBx2ooBUk2QfhGaRqJvjQ,3,4.5,Hair Etc,14423 Cedar Rd,,Cleveland,OH,44121,burgers,,,,,,
GTBiX2N5-JxXkBc0sF6Sow,12,5,Unwind tea and coffee,109 Dover St,,Pineville,NC,28134,burgers,,,,,,
H3eqpmjarT9kfQ70Cc7etw,3,4,Oddbins,5 Queensferry Street,New Town,Edinburgh,EDH,EH2 4PA,burgers,,,,,,
M-vbfoJ7Nsbmza17NiIn5w,15,3,Sonora Quest Laboratories,"3507 S Mercy Rd, Bldg 8, Ste 102",,Gilbert,AZ,85297,burgers,,,,,,
Shga7lyRNRFQWoFqTPUQCw,35,4.5,Grazers,425 Franklin Ave,,Kent,OH,44240,burgers,,,,,,
fSZcgCRJb7gqd3uplDozBw,6,2.5,Dave's Supermarket,13130 Shaker Sq,,Cleveland,OH,44120,burgers,,,,,,
8x3rDQCKUJfnJSdsU_6Y3g,3,4.5,Sur La Table,218 Main St,,Westlake,OH,44145,burgers,,,,,,
coAdjIJ7Xomwq7sfHFzxKQ,70,3,The Good Egg - Ancala,"11162 N Frank Lloyd Wright Blvd, Ste A-3",,Scottsdale,AZ,85259,burgers,,,,,,
WAMesuyxdmL3SRigsxlXng,57,5,Hanedan,41-42 West Preston Street,Newington,Edinburgh,EDH,EH8 9PY,burgers,,,,,,
WIVOLl8KF_1LELzUv_DC7Q,3,2.5,The Ceramic Experience,28 Marchmont Crescent,Marchmont,Edinburgh,EDH,EH9 1HQ,burgers,,,,,,
nwIGYvw4-xCC0yk9BKhsPA,21,3.5,Shawarma Queen,"10 Gillingham Drive, Unit 105",,Brampton,ON,L6X 0G6,burgers,,,,,,
AsPW2a72MNVuV8LTDDNyDQ,22,3,Maezo,67 Richmond Street W,Financial District,Toronto,ON,M5H 1Z5,burgers,,,,,,
zRBDq7hLQevQXeZAGRkRCA,5,4,China King 1,375 Lear Rd,,Avon Lake,OH,44012,burgers,,,,,,
2lo7N8RZOCS0DDxO6LPQhw,75,4,Naniwa-Taro,7 Byng Avenue,Willowdale,Toronto,ON,M2N 5R6,burgers,,,,,,
g-QXFSxUJ7c86myvSPg1Aw,17,4,Edinburgh Fabrics,12-14 St Patrick Square,Newington,Edinburgh,EDH,EH8 9EZ,burgers,,,,,,
89aAOK6UTQeONrXExbg7jg,6,5,Lee Shoe Service,5111 South Blvd,Starmount,Charlotte,NC,28217,burgers,,,,,,
H6TD-Kt1rYZBqzxSyidvFg,8,4,Reforma,35 Baldwin Street,Downtown Core,Toronto,ON,M5T 1L1,burgers,,,,,,
TJseLzjLO8F1Vq79_Obgyg,17,4.5,Kaffebar,2830 Dundas Street W,The Junction,Toronto,ON,M6P 1Y7,burgers,,,,,,
4Yj5O3Jl3w9tcw844fEzoQ,16,3,Latham RV Phoenix,1039 E Broadway Rd,,Mesa,AZ,85204,burgers,,,,,,
YXmZSyLauY2Fl1PyxVB-wA,5,5,PULSE Kettlebells and Yoga,6720 Frank Lloyd Wright Ave,,Middleton,WI,53562,burgers,,,,,,
rgYtChp1dAd4O03XZjY3lQ,4,3,Victoria International Ballet Academy,7 Bradwick Drive,Concord,Vaughan,ON,L4K 2T4,burgers,,,,,,
-49WY_TEa9ZEcRk_GnuLog,27,3.5,Cracker Barrel Old Country Store,5205 Detroit Rd,,Sheffield Village,OH,44054,burgers,,,,,,
sAKAiQ7-TgWs9L6Sv_fvEA,6,4.5,Kodimoto Bar a Sushi & Resto,4820 Jean Talon W,Mont-Royal,Montr姓al,QC,H4P 1W9,burgers,,,,,,
wD91-ZhvtxQ9AeGp_dHgRQ,36,4,McDowell Nature Center and Preserve,15222 York Rd,Steele Creek,Charlotte,NC,28278,burgers,,,,,,
mu3-HO6NuVjs0UTa9IsXZQ,7,1,Consolidated Resorts,,,Las Vegas,NV,89103,burgers,,,,,,
VdQE1qjtEMVAkRGfTfj5-A,16,3,Seamless Afterhours,4740 S Arville St,,Las Vegas,NV,89103,burgers,,,,,,
JWuGPrVEHJ6KrGba6V-fqg,6,4.5,Paul Padda Law,"4240 W Flamingo Rd, Ste 220",,Las Vegas,NV,89103,burgers,,,,,,
8-QHO3iVN2h0lZnhggi-2w,3,3.5,VRod Tattoos,"4983 W Flamingo Rd, Ste B-1",,Las Vegas,NV,89103,burgers,,,,,,
zAZVYbSJotzLSbWAt3trcQ,5,1.5,Long Brothers Car Co,3280 W 105th St,West Boulevard,Cleveland,OH,44111,burgers,,,,,,
Z3Qm1LzmHTnL3bC-7SIwlA,12,1.5,Arco ampm,15 E Horizon Ridge Pkwy,,Henderson,NV,89002,burgers,,,,,,
vtra65b5k_T8-GoiGL2hCw,3,5,John Varney Tire & Auto Center,2400 Brownsville Rd,Carrick,Pittsburgh,PA,15210,burgers,,,,,,
7AUNuhfVo2z5JJ7HealW-A,5,4,扇 Soeurs Volantes,,Ville-Marie,Montr姓al,QC,,burgers,,,,,,
T0KzIROKNijGQFutw6XCmA,5,4,Duncan Fremlin,150 Homewood Avenue,,Toronto,ON,M4Y 2J6,burgers,,,,,,
bU5IgN1FnkkMc5aottoEsQ,39,4,Santa Barbara,6696 Rue de Saint-Vallier,Rosemont-La Petite-Patrie,Montr姓al,QC,H2S 2P7,burgers,,,,,,
pXYkQYvoy3z6avJSNeF9Uw,10,4,The HideAway,3369 Thom Blvd,Northwest,Las Vegas,NV,89130,burgers,,,,,,
JS8MpdVJ8-grSVNObYXnbA,25,3.5,Mandarin Restaurant - Vaughan,8787 Weston Road,Pine Grove,Vaughan,ON,L4L 0C3,burgers,,,,,,
k9vukbB0xYq_FC9KpktnbQ,45,3.5,811 Kitchen Bar Lounge,811 Prospect Ave E,Gateway District,Cleveland,OH,44115,burgers,,,,,,
J7AGV6HQnaXA6L6PN3Efug,12,4.5,Bishop Air Service,"850 S Boulder Hwy, Ste 190",,Henderson,NV,89015,burgers,,,,,,
SEsYMfj15awOM9ksgoqFXw,14,4,PetSmart,6932 E Hampton Ave,,Mesa,AZ,85209,burgers,,,,,,
M3oe6hobPxKkpLOLpRFwBg,10,4,Signal Butte Animal Hospital & Grooming,"2748 W Signal Butte Rd, Ste 101",,Mesa,AZ,85209,burgers,,,,,,
F5H0xUQvYuDRgL7rrs4LIA,5,4.5,Avenidas Funeral Chapel,522 E Western Ave,,Avondale,AZ,85323,burgers,,,,,,
OF7CLTVXD5zvsi7TZ7gU0Q,30,3,Logan's Roadhouse,2431 Wonder Dr,,Kannapolis,NC,28083,burgers,,,,,,
rgg8WrhcqxXecU58BPCoqQ,18,2,Wendy's,270 Carowinds Blvd,,Fort Mill,SC,29708,burgers,,,,,,
DInVlA6MRhJvQ2B7CFcbbQ,10,4.5,Balance Integrated Healthcare,"171 E Liberty Street, Unit 110",Liberty Village,Toronto,ON,M6K 3P6,burgers,,,,,,
evMoAlxNV0lWwbtW9d-aYw,5,4,The Flower Boutique,"11025 Monore Rd, Ste H",,Matthews,NC,28105,burgers,,,,,,
xb-sHZFVLqi7h1NEKVLUhg,6,2.5,Ann's Flowers,"333 Denison Street, suite 20",,Markham,ON,L3R 2Z4,burgers,,,,,,
RldtUsi-RvGzADI-rn40qQ,16,3,Seven Grains Natural Market,92 West Ave,,Tallmadge,OH,44278,burgers,,,,,,
PjQngP_7m7PA8K1WUHdXqg,117,3.5,RETRO Dog,350 E Steels Corners Rd,,Cuyahoga Falls,OH,44224,burgers,,,,,,
DKMW5M-VI8QKA9YFuBvWtA,10,3.5,Sichuan Secret,585 Bloor Street W,Koreatown,Toronto,ON,M6G 1K4,burgers,,,,,,
WNXO0rPugvgE5ljccYL7MQ,22,3.5,Riliberto's Fresh mexican Food,2033 E Southern Ave,,Mesa,AZ,85204,burgers,,,,,,
s71FeGvSVeNwcui320Amaw,4,3,Bose Factory Store,7400 Las Vegas Blvd S,Southeast,Las Vegas,NV,89123,burgers,,,,,,
rU_axvVxoVB7717TAq83iw,4,4.5,Canvas Club Boxing,1831 Monroe St,Vilas,Madison,WI,53711,burgers,,,,,,
VyooRcWm2w3QGLYMxESbGg,4,5,2nd Nature Bakery and Cafe,1597 Dupont Street,The Junction,Toronto,ON,M6P 3S8,burgers,,,,,,
SZbn2cSLGsAmvliMzsvXOw,3,4,Popeyes Louisiana Kitchen,12910 Buckeye Rd,,Cleveland,OH,44120,burgers,,,,,,
l4mLUT6Cq9z_k0k2s9IZoA,8,4.5,Nate Atkins - State Farm Insurance Agent,"207 E Williams Field Rd, Ste 101",,Gilbert,AZ,85295,burgers,,,,,,
xMpqChTLAFnUGBb9mJlsGA,4,5,Helping Hand Auto Care,10042 N Cave Creek Rd,,Phoenix,AZ,85020,burgers,,,,,,
KcgETu_MYv3Ntn7VvUXUsA,4,3.5,"Eric D Swanson DMD, MD","2030 E Flamingo Rd, Ste 288",Eastside,Las Vegas,NV,89119,burgers,,,,,,
tczCMEtm1-9qNrphMAjQnA,5,2.5,Fed-Ex Office,"5996 Penn Cir S, Ste D102",Shadyside,Pittsburgh,PA,15206,burgers,,,,,,
PwXcBUO_51TVBCmSFVcEdA,6,4.5,D9 Brewing Company,"18627 Northline Dr, Unit E",,Cornelius,NC,28031,burgers,,,,,,
s1hqQvif7iR0WxOSfvYB-A,7,3.5,Morningside Library,184 Morningside Road,Morningside,Edinburgh,EDH,EH10 4PU,burgers,,,,,,
9MU3oecF3ldon0u46fjYzA,5,1.5,MONA LISA ECO SPA'LON,33487 Lake Rd,,Avon Lake,OH,44012,burgers,,,,,,
xNUUEF7YeQHIi3dAREAetA,5,2.5,Super Dry Cleaners Alteration & Tuxedo Rental,"5555 E Bell Rd, Ste 12",,Scottsdale,AZ,85254,burgers,,,,,,
6aNFYWCCGE3ajmJrIwpGog,32,4,V's Barbershop,"7012 E Greenway Pkwy, Ste 120",,Scottsdale,AZ,85254,burgers,,,,,,
wGgCxxbhfDKfg9xJ9R0xSw,7,3.5,Populus,471 Richmond Street W,,Toronto,ON,M5V 1X9,burgers,,,,,,
sCEk3GDJSy8kFukQvxDbGg,3,5,"John D Wells, DDS, PA","16600 Birkdale Commons Pkwy, Ste B",,Huntersville,NC,28078,burgers,,,,,,
p5yN7FRBr9MEzdq2yBzkAg,12,4.5,Carpet & Rug Superstore,5892 South Blvd,Starmount,Charlotte,NC,28217,burgers,,,,,,
JKM8N-qeXl_cLXOFRpevEA,108,4,Wine Bar Rocky River,1313 Linda St,,Rocky River,OH,44116,burgers,,,,,,
1BXyj0B-3hgODg1IFnIDVA,4,4,L'occitane En Provence,150 Bloor Street W,Yorkville,Toronto,ON,M5S 2X9,burgers,,,,,,
ZbrVVl1bCyrlMuVkJb9osw,7,4,Pho Plus,"1881 Steeles Avenue W, Unit 5",,North York,ON,M3H,burgers,,,,,,
PDpcpPWFD22KJtHv_510iA,7,1.5,Certified Appliance Tech,,,Phoenix,AZ,,burgers,,,,,,
YAov2feSIN-wHO7vfR8yvQ,12,2,Schoepp Motors Middleton,3440 Tribeca Dr,,Middleton,WI,53562,burgers,,,,,,
KlNnWc4-DO44jdURhlKPVQ,6,5,Piano Lessons By Julianne,,Northwest,Las Vegas,NV,89129,burgers,,,,,,
TLO9DLTTsCtfg6EQNLjvNQ,3,5,Wax Me Gently,"12740 S Tryon St, Ste 16",Steele Creek,Charlotte,NC,28273,burgers,,,,,,
DcS4fHyOc8Ew-f8h1LXeMg,67,4,Crafted Coffee,135 Ossington Avenue,Ossington Strip,Toronto,ON,M6J 2Z6,burgers,,,,,,
30bg35wKXbHvEwrkcxXSkw,33,4.5,Highland Auto Repair,60 E Highland St,,Chandler,AZ,85225,burgers,,,,,,
bf4futLpZiXohBLUE7Yfhw,5,4,The Caf姓 at Heard Museum North Scottsdale,32633 N Scottsdale Rd,,Scottsdale,AZ,85262,burgers,,,,,,
x9f9NBMweyyjCQHuc9K4sw,6,4.5,Uptown Brie,11 Castelfield Avenue,Yonge and Eglinton,Toronto,ON,M4R 1G3,burgers,,,,,,
Y1IHriCOLGq0OR4L-646eA,3,3,Jd's Pub,3410 Saxonburg Blvd,,Pittsburgh,PA,15238,burgers,,,,,,
5s8uqAOOhGKGcycoO4zTCg,27,4.5,Cairngorm Coffee Co,41a Frederick Street,New Town,Edinburgh,MLN,EH2 1EP,burgers,,,,,,
I0YeW3yodiQzGrCNhM_pQg,3,4,Les Aliments Felix Mish,1903 Jolicoeur Rue,Sud-Ouest,Montr姓al,QC,H4E 1X4,burgers,,,,,,
JpUXc02O7Mzvv2cxqYyJUQ,160,1.5,Jacksons Car Wash,1954 E Highland Ave,,Phoenix,AZ,85016,burgers,,,,,,
wKc2EBr_NnLJk0awKR1TQw,6,4,Bergo Designs,28 Tank House Lane,Distillery District,Toronto,ON,M5A 3C4,burgers,,,,,,
DSyBqO8U8INz9cjduM6DzQ,52,3.5,Wintzell's Oyster House,530 E Bruceton Rd,,Pittsburgh,PA,15236,burgers,,,,,,
zQdVsGQf2fePGfPydj_4-g,3,3.5,Allstate Insurance Agent: Linda Baumann,8090 S Durango Dr,Southwest,Las Vegas,NV,89113,burgers,,,,,,
0qovLpNjSlpX65RVN7981w,3,4.5,Blinds To Go,1293 Kennedy Road,Scarborough,Scarborough,ON,M1P 2L4,burgers,,,,,,
oJsferpcAp-6keSsV3MjBw,3,5,Celestial Soul Premier Massage,"218 E Tremont Ave, Ste C",South End,Charlotte,NC,28203,burgers,,,,,,
XN507H-2f_UYcnjaKDtsQw,34,4.5,Window Genie of the East Valley,661 S Burk St,,Gilbert,AZ,85296,burgers,,,,,,
OxW66PZQmtXk5I-S_dA-7g,3,5,Jam With Jimmi T,1375 S Hazel St,,Gilbert,AZ,85296,burgers,,,,,,
eTBVl4OAaD_RQbRNmeXbCg,33,5,Randy's Window Tinting,13319 W Bell Rd,,Surprise,AZ,85378,burgers,,,,,,
